"LICENSE TYPE","LICENSE NUMBER","LICENSE EXPIRATION DATE","COUNTY","NAME","MAILING ADDRESS LINE1","MAILING ADDRESS LINE2","MAILING ADDRESS CITY, STATE ZIP","PHONE NUMBER","BUSINESS NAME","BUSINESS ADDRESS-LINE1","BUSINESS ADDRESS-LINE2","BUSINESS CITY, STATE ZIP","BUSINESS COUNTY CODE","BUSINESS COUNTY","BUSINESS ZIP","BUSINESS PHONE","LICENSE SUBTYPE","CONTINUING EDUCATION FLAG","Same Address or not","Business Address that mentions BOX","Mailing address that mentions BOX","Phone-same or not"
"Barber School",354, 01/17/2026,"HARRIS","LATIN AMERICA BEAUTY SCHOOL","5839 BISSONET ST","","BELLAIRE TX 77401-4719","","LATIN AMERICA BEAUTY SCHOOL","5839 BISSONNET ST","","BELLAIRE TX 77401-4719","0201","HARRIS","77401","8324662336","PS","N","not the same",0,0,""
"Barber School",359, 01/12/2026,"TRAVIS","THE MEN BARBER SCHOOL LLC","PO BOX 80826","","AUSTIN TX 78708-0826","","THE MEN BARBER SCHOOL LLC","1925 RUTLAND DR STE E","","AUSTIN TX 78758-5427","0453","TRAVIS","78758","7372024652","PS","N","not the same",0,4,""
"Barber School",360, 01/14/2026,"HIDALGO","INSTITUTO DE BELLEZA Y ARTE BARBERING","505 S 12TH ST","","MCALLEN TX 78501-4925","","INSTITUTO DE BELLEZA Y ARTE BARBERING","505 S 12TH ST","","MCALLEN TX 78501-4925","0215","HIDALGO","78501","9565332341","PS","N","Same address",0,0,""
"Barber School",365, 12/01/2025,"RANDALL","WADE GORDON HAIRDRESSING ACADEMY","2520 PARAMOUNT BLVD","","AMARILLO TX 79109-1708","","WADE GORDON HAIRDRESSING ACADEMY","7615 UNIVERSITY AVE","","LUBBOCK TX 79423-7125","0303","LUBBOCK","79423","8068396756","PS","N","not the same",0,0,""
"Barber School",367, 12/01/2025,"MONTGOMERY","C.A. BARBER & COSMETOLOGY SCHOOL","403 E DAVIS ST","","CONROE TX 77301-2911","","C.A. BARBER & COSMETOLOGY SCHOOL","403 E DAVIS ST","","CONROE TX 77301-2911","0339","MONTGOMERY","77301","8326667763","PS","N","Same address",0,0,""
"Barber School",371, 12/01/2025,"LUBBOCK","VISIONZ BARBER ACADEMY","5005 15TH ST","","LUBBOCK TX 79416-5621","","VISIONZ BARBER ACADEMY","2823 CIVIC CIR","","AMARILLO TX 79109-1618","0381","RANDALL","79109","8067590189","PS","N","not the same",0,0,""
"Barber School",375, 12/01/2025,"DALLAS","FROM ORDINARY TO EXTRAORDINARY","3455 HIGHLAND RD STE 102","","DALLAS TX 75228-7193","","FROM ORDINARY TO EXTRAORDINARY","5757 SAMUEL BLVD STE 100","","DALLAS TX 75228-7087","0113","DALLAS","75228","2142727733","PS","N","not the same",0,0,""
"Barber School",381, 12/01/2025,"HAYS","C F BARBER ACADEMY LLC","900 BUGG LN STE 115","","SAN MARCOS TX 78666-8004","","C F BARBER ACADEMY LLC","900 BUGG LN STE 115","","SAN MARCOS TX 78666-8004","0209","HAYS","78666","5122166489","PS","N","Same address",0,0,""
"Barber School",384, 12/01/2025,"GALVESTON","LA MARQUE HIGH SCHOOL","PO BOX 1150","","TEXAS CITY TX 77592-1150","","LA MARQUE HIGH SCHOOL","397 DUROUX RD","","LA MARQUE TX 77568-3461","0167","GALVESTON","77568","4099160025","VS","N","not the same",0,4,""
"Barber School",387, 07/26/2025,"TARRANT","PAPITO BLESSEDHANDS BARBER ACADEMY","1809 W BERRY ST","","FORT WORTH TX 76110-3404","","PAPITO BLESSEDHANDS BARBER ACADEMY","1809 W BERRY ST","","FORT WORTH TX 76110-3404","0439","TARRANT","76110","8173862729","PS","N","Same address",0,0,""
"Barber School",388, 12/01/2025,"BRAZORIA","ANGLETON INDEPENDENT SCHOOL DISTRICT","3 CAMPUS DR","","ANGLETON TX 77515-2538","","ANGLETON INDEPENDENT SCHOOL DISTRICT","3 CAMPUS DR","","ANGLETON TX 77515-2538","0039","BRAZORIA","77515","9798648001","VS","N","Same address",0,0,""
"Barber School",389, 12/01/2025,"WEBB","NEXT TOP BARBER ACADEMY","5203 BOB BULLOCK LOOP STE 340","","LAREDO TX 78041-8818","","NEXT TOP BARBER ACADEMY","5203 BOB BULLOCK LOOP STE 340","","LAREDO TX 78041-8818","0479","WEBB","78041","9564013887","PS","N","Same address",0,0,""
"Barber School",391, 12/01/2025,"DALLAS","5 STAR BARBER ACADEMY","403 CYPRESS ST","","SEAGOVILLE TX 75159","","5 STAR BARBER ACADEMY","129 HALL ST STE A","","SEAGOVILLE TX 75159-2915","0113","DALLAS","75159","2145573908","PS","N","not the same",0,0,""
"Barber School",392, 12/01/2025,"HARRIS","R&E COSMETOLOGY SCHOOL LTD.","808 PARK ST","","BAYTOWN TX 77520-2344","","R&E COSMETOLOGY SCHOOL LTD.","808 PARK ST","","BAYTOWN TX 77520-2344","0201","HARRIS","77520","2814202421","PS","N","Same address",0,0,""
"Barber School",393, 12/01/2025,"FORT BEND","MYSTROS BARBER ACADEMY","2420 CARTWRIGHT RD","","MISSOURI CITY TX 77489-6000","","MYSTROS BARBER ACADEMY","2420 CARTWRIGHT RD","","MISSOURI CITY TX 77489-6000","0157","FORT BEND","77489","8322864248","PS","N","Same address",0,0,""
"Barber School",395, 01/31/2025,"HARRIS","BEHIND THE CHAIR INSTITUTE L.C.","14099 WESTHEIMER RD","","HOUSTON TX 77077-5300","","BEHIND THE CHAIR INSTITUTE L.C.","14099 WESTHEIMER RD","","HOUSTON TX 77077-5300","0201","HARRIS","77077","8324556475","PS","N","Same address",0,0,""
"Barber School",396, 12/01/2025,"TARRANT","VIP KINGS BARBER COLLEGE LLC","5747 WESTCREEK DR","","FORT WORTH TX 76133-3301","","VIP KINGS BARBER COLLEGE LLC","5747 WESTCREEK DR","","FORT WORTH TX 76133-3301","0439","TARRANT","76133","8179528440","PS","N","Same address",0,0,""
"Barber School",398, 12/01/2025,"DALLAS","A&M BARBER ACADEMY","PO BOX 532306","","GRAND PRAIRIE TX 75053-2306","","A&M BARBER ACADEMY","2801 HEMPHILL ST STE 107","","FORT WORTH TX 76110-3201","0439","TARRANT","76110","2146770022","PS","N","not the same",0,4,""
"Barber School",399, 01/12/2026,"BEXAR","TRENDSETTERS BARBER & BEAUTY COLLEGE LLC","9120 PERRIN BERTL ROAD","","SAN ANTONIO TX 78217","","TRENDSETTERS BARBER & BEAUTY COLLEGE LLC","9120 PERRIN BEITEL RD","","SAN ANTONIO TX 78217-3501","0029","BEXAR","78217","2109995281","PS","N","not the same",0,0,""
"Barber School",403, 12/01/2025,"GRAYSON","GRAYSON COUNTY COLLEGE","6101 GRAYSON DR","","DENISON TX 75020-8307","","GRAYSON COUNTY COLLEGE","6101 GRAYSON DR","","DENISON TX 75020-8307","0181","GRAYSON","75020","9034152588","JC","N","Same address",0,0,""
"Barber School",406, 01/03/2026,"DALLAS","MODERN IMAGE INSTITUTE BARBER & STYLIST","1300 E BELTLINE RD STE 200","","RICHARDSON TX 75081-3709","","MODERN IMAGE INSTITUTE BARBER & STYLIST","1300 E BELTLINE RD STE 200","","RICHARDSON TX 75081-3709","0113","DALLAS","75081","4694320286","PS","N","Same address",0,0,""
"Barber School",407, 01/12/2026,"HARRIS","JEAN PERCY SCHOOL OF BARBERING LLC","UNIT C AND D","11123 MCCRACKEN CIRCLE","CYPRESS TX 77429-4461","","JEAN PERCY SCHOOL OF BARBERING LLC","11123 MCCRACKEN CIRCLE","UNIT C & D","CYPRESS TX 77429-4461","0201","HARRIS","77429","2816539408","PS","N","not the same",0,0,""
"Barber School",415, 12/01/2025,"TRAVIS","IMPACT BARBER ACADEMY","5339 BURNET RD","","AUSTIN TX 78756-2002","","IMPACT BARBER ACADEMY","5339 BURNET RD","","AUSTIN TX 78756-2002","0453","TRAVIS","78756","5124582620","PS","N","Same address",0,0,""
"Barber School",416, 12/01/2025,"DALLAS","GRADUATE AMERICA","1225 BELT LINE RD STE 9","","GARLAND TX 75040-3294","","GRADUATE AMERICA","3939 BELT LINE RD STE 540-550","","ADDISON TX 75001-3294","0113","DALLAS","75001","9725301103","PS","N","not the same",0,0,""
"Barber School",417, 12/01/2025,"BRAZORIA","BARBER LIFE ACADEMY, LLC","11920 AUTUMNMIST CT","","PEARLAND TX 77584-5175","","BARBER LIFE ACADEMY, LLC","STE 3112","9526 N SAM HOUSTON PKWY E","HUMBLE TX 77396-4734","0201","HARRIS","77396","7133671477","PS","N","not the same",0,0,""
"Barber School",422, 12/01/2025,"TARRANT","BILL R JOHNSON CAREER & TECH ED CENTER","4500 LONGHORN TRL","","CROWLEY TX 76036-4777","","BILL R JOHNSON CAREER & TECH ED CENTER","4500 LONGHORN TRL","","CROWLEY TX 76036-4777","0439","TARRANT","76036","8172973018","VS","N","Same address",0,0,""
"Barber School",433, 12/01/2025,"STARR","FADEZ BARBER SCHOOL","218 CENIZO ST","","RIO GRANDE CITY TX 78582-2161","","FADEZ BARBER SCHOOL","1972 E GRANT ST","","ROMA TX 78584-0617","0427","STARR","78584","9563588581","PS","N","not the same",0,0,""
"Barber School",435, 12/01/2025,"COLLIN","OLVERA COSMETOLOGY & BARBER ACADEMY LLC","604 STATE HIGHWAY 78 N STE 109","","FARMERSVILLE TX 75442-1035","","OLVERA COSMETOLOGY & BARBER ACADEMY LLC","604 STATE HIGHWAY 78 N STE 109","","FARMERSVILLE TX 75442-1035","0085","COLLIN","75442","4695342502","PS","N","Same address",0,0,""
"Barber School",436, 12/01/2025,"LUBBOCK","WEST TEXAS BARBER ACADEMY","1915 19TH ST","","LUBBOCK TX 79401-4603","","WEST TEXAS BARBER ACADEMY","1915 19TH ST","","LUBBOCK TX 79401-4603","0303","LUBBOCK","79401","2148094948","PS","N","Same address",0,0,""
"Barber School",437, 12/01/2025,"ECTOR","PRESTIGE BARBER COLLEGE","818 MAPLE AVE","","ODESSA TX 79761-2808","","PRESTIGE BARBER COLLEGE","818 MAPLE AVE","","ODESSA TX 79761-2808","0135","ECTOR","79761","4326534748","PS","N","Same address",0,0,""
"Barber School",438, 12/01/2025,"DENTON","RENEW BARBER ACADEMY, LLC","1800 PRESTON ON THE LAKE","","LITTLE ELM TX 75068-5731","","RENEW BARBER ACADEMY, LLC","2650 MIDWAY RD STE 238","","CARROLLTON TX 75006-2380","0113","DALLAS","75006","4694635523","PS","N","not the same",0,0,""
"Barber School",440, 12/01/2025,"TARRANT","H.E.B BARBER ACADEMY","760 E PIPELINE RD STE B","","HURST TX 76053-6077","","H.E.B BARBER ACADEMY","760 E PIPELINE RD STE B","","HURST TX 76053-6077","0439","TARRANT","76053","8176552323","PS","N","Same address",0,0,""
"Barber School",441, 12/01/2025,"DALLAS","MARQBLENDZ BARBER ACADEMY CO","212 S MAIN ST","","IRVING TX 75060-2929","","MARQBLENDZ BARBER ACADEMY CO","212 S MAIN ST","","IRVING TX 75060-2929","0113","DALLAS","75060","4698708689","PS","N","Same address",0,0,""
"Barber School",443, 12/01/2025,"BEXAR","GAME CHANGERS BARBER ACADEMY LLC","7224 BLANCO RD","","SAN ANTONIO TX 78216-4901","","GAME CHANGERS BARBER ACADEMY LLC","7224 BLANCO RD","","SAN ANTONIO TX 78216-4901","0029","BEXAR","78216","2105189893","PS","N","Same address",0,0,""
"Barber School",446, 07/24/2025,"EASTLAND","CISCO COLLEGE","101 COLLEGE HTS","","CISCO TX 76437-1900","","CISCO COLLEGE","101 COLLEGE HTS","","CISCO TX 76437-1900","0133","EASTLAND","76437","2544425190","JC","N","Same address",0,0,""
"Barber School",447, 07/27/2025,"LIBERTY","CLEVELAND HIGH SCHOOL","1600 HOUSTON ST","","CLEVELAND TX 77327-4706","","CLEVELAND HIGH SCHOOL","1600 E HOUSTON","","CLEVELAND TX 77327","0291","LIBERTY","77327","2815928752","VS","N","not the same",0,0,""
"Barber School",453, 12/01/2025,"WILLIAMSON","R&C BEAUTY COLLEGE","102 WILLIAMS WAY","","HUTTO TX 78634-5168","","R&C BEAUTY COLLEGE","15635 VISION DR STE 101","","PFLUGERVILLE TX 78660-3203","0453","TRAVIS","78660","5126605013","PS","N","not the same",0,0,""
"Barber School",461, 12/01/2025,"CAMERON","ALLIANCE BARBER ACADEMY, LLC","SUITE B1","4202 RUBEN TORRES SR BLVD","BROWNSVILLE TX 78526","","ALLIANCE BARBER ACADEMY, LLC","SUITES B1 & B2","4202 RUBEN TORRES SR BLVD","BROWNSVILLE TX 78526","0061","CAMERON","78526","9564550114","PS","N","not the same",0,0,""
"Barber School",463, 08/23/2025,"DALLAS","PROSPECT BARBER INSTITUTE LLC","2601 GUS THOMASSON RD STE 300","","MESQUITE TX 75150-4030","","PROSPECT BARBER INSTITUTE LLC","2601 GUS THOMASSON RD STE 300","","MESQUITE TX 75150-4030","0113","DALLAS","75150","9727070040","PS","N","Same address",0,0,""
"Barber School",465, 08/24/2025,"WALKER","VERSATILE BARBER & BEAUTY ACADEMY","2505 LAKE RD STE 1","","HUNTSVILLE TX 77340-5710","","VERSATILE BARBER & BEAUTY ACADEMY","2505 LAKE RD STE 1","","HUNTSVILLE TX 77340-5710","0471","WALKER","77340","9362916288","PS","N","Same address",0,0,""
"Barber School",469, 12/01/2025,"DALLAS","FROM ORDINARY TO EXTRAORDINARY","3455 HIGHLAND RD STE 102","","DALLAS TX 75228-7193","","FROM ORDINARY TO EXTRAORDINARY","5206 AIRLINE DR UNIT A-1","","HOUSTON TX 77022-1960","0201","HARRIS","77022","2142727733","PS","N","not the same",0,0,""
"Barber School",477, 12/01/2025,"DALLAS","LANCASTER HIGH SCHOOL","200 E WINTERGREEN RD","","LANCASTER TX 75134-3477","","LANCASTER HIGH SCHOOL","200 E WINTERGREEN RD","","LANCASTER TX 75134-3477","0113","DALLAS","75134","9722181800","VS","N","Same address",0,0,""
"Barber School",479, 12/01/2025,"MONTGOMERY","TEXAS BARBER UNIVERSITY","23128 FM 1314 STE F","","PORTER TX 77365-3707","","TEXAS BARBER UNIVERSITY","23128 FM 1314 STE E & F","","PORTER TX 77365-3707","0339","MONTGOMERY","77365","2817477050","PS","N","not the same",0,0,""
"Barber School",484, 12/01/2025,"TRAVIS","OATS SCHOOL TDLR","920 COLORADO ST","","AUSTIN TX 78701-2332","","OATS SCHOOL TDLR","920 COLORADO ST","","AUSTIN TX 78701-2332","0453","TRAVIS","78701","","PS","N","Same address",0,0,""
"Barber School",491, 12/01/2025,"HIDALGO","THE STUDIO COLLEGE OF BEAUTY, LLC","1001 S 10TH ST STE G#709","","MCALLEN TX 78501-5068","","THE STUDIO COLLEGE OF BEAUTY, LLC","1001 S 20TH ST STE O","","MCALLEN TX 78501-5045","0215","HIDALGO","78501","9566273822","PS","N","not the same",0,0,""
"Barber School",495, 12/01/2025,"BASTROP","ERMA'S BEAUTY SCHOOL LLC","223 PORTER RD UNIT A","","BASTROP TX 78602-5894","","ERMA'S BEAUTY SCHOOL LLC","877 HWY 21 W STE 200","","CEDAR CREEK TX 78612-4361","0021","BASTROP","78612","5125454875","PS","N","not the same",0,0,""
"Barber School",496, 12/01/2025,"HARRIS","HOUSTON TRAINING SCHOOL","908 W MAIN ST","","LA PORTE TX 77571-4968","","HOUSTON TRAINING SCHOOL","10314 I-10 E FWY","","HOUSTON TX 77029-1908","0201","HARRIS","77029","2818679099","PS","N","not the same",0,0,""
"Barber School",499, 11/01/2025,"TRAVIS","ADVANCED BEAUTY SCHOOL","508 E HOWARD LN TRLR 189","","AUSTIN TX 78753-9772","","ADVANCED BEAUTY SCHOOL","8764 RESEARCH BLVD STE E","","AUSTIN TX 78757-8540","0453","TRAVIS","78757","5125205888","PS","N","not the same",0,0,""
"Barber School",502, 11/15/2025,"HARRIS","VOGUE INTERNATIONAL ACADEMY","2703 HWY 6 S STE 135","","HOUSTON TX 77082-1732","","VOGUE INTERNATIONAL ACADEMY","2703 HWY 6 S STE 135","","HOUSTON TX 77082-1732","0201","HARRIS","77082","7133845855","PS","N","Same address",0,0,""
"Barber School",513, 12/07/2025,"BELL","SHARP CUTS BARBER AND BEAUTY COLLEGE","9107 ASHLYN DR","","KILLEEN TX 76542-5955","","SHARP CUTS BARBER AND BEAUTY COLLEGE","5304 ELMS RD STE 102","","KILLEEN TX 76549-6815","0027","BELL","76549","2545634582","PS","N","not the same",0,0,""
"Barber School",516, 01/22/2026,"BEXAR","TEXAS BARBER & BEAUTY ACADEMY","8045 PINEBROOK DR","","SAN ANTONIO TX 78230-4814","","TEXAS BARBER & BEAUTY ACADEMY","8045 PINEBROOK DR","","SAN ANTONIO TX 78230-4814","0029","BEXAR","78230","2109979648","PS","N","Same address",0,0,""
"Barber School",519, 12/01/2025,"HARRIS","PEARLAND BARBER COLLEGE","2012 SNOW PINE LN","","HOUSTON TX 77089-1483","","PEARLAND BARBER COLLEGE","STE 115","1801 COUNTRY PLACE PKWY","PEARLAND TX 77584-5121","0039","BRAZORIA","77584","8322061573","PS","N","not the same",0,0,""
"Barber School",520, 12/01/2025,"DALLAS","TEXAS FADEZ BARBER COLLEGE","523 JEFF GRIMES BLVD","","DESOTO TX 75115-4650","","TEXAS FADEZ BARBER COLLEGE","219 JEFFERSON BLVD","","DALLAS TX 75208-4510","0113","DALLAS","75208","4696770690","PS","N","not the same",0,0,""
"Barber School",537, 03/22/2025,"HARRIS","UNIVERSAL BARBERING OF HOUSTON 2","12344 GULF FWY C-3","","HOUSTON TX 77034-4558","","UNIVERSAL BARBERING OF HOUSTON 2","12200 GULF FWY","STE 456","HOUSTON TX 77034-4504","0201","HARRIS","77034","2819743652","PS","N","not the same",0,0,""
"Barber School",551, 12/01/2025,"WALKER","WINDHAM SCHOOL","PO BOX 40","","HUNTSVILLE TX 77342","","WINDHAM SCHOOL","3201 FM 929","","GATESVILLE TX 76597","0099","CORYELL","76597","9362915300","VS","N","not the same",0,4,""
