PlaceID,BusinessName,FormattedAddress,CityHub,Telephone,Website,Latitude,Longitude,Rating,TotalReviews,PlaceTypes,BusinessStatus
"ChIJz3WiTW5zToYRKqJFjMoY-ww","Mynt Barbershop","6635 Westworth Blvd Suite 105, Westworth Village, TX 76114, USA","Fort Worth","(817) 993-9043","https://myntbarbershop.com/","32.7560906","-97.4267386","4.8","748","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJM748JeJzToYRpGjc8V6QxHQ","District Barbershop","400 S Jennings St #100, Fort Worth, TX 76104, USA","Fort Worth","(817) 420-9552","http://www.districtbarbershop.com/","32.7405775","-97.33017389999999","4.7","466","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJCdM5zThxToYRabnPdCSCtOY","Prime Barber co","1838 8th Ave, Fort Worth, TX 76110, USA","Fort Worth","(682) 708-1999","https://primebarbercotx.com/","32.7241152","-97.34395479999999","4.9","101","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJ7912LldzToYRk92j1j5fKVI","Fadeaway Jay Barber Suite","Inside Phenix Salon Suites, 5844 SW Loop 820 Suite #108, Fort Worth, TX 76132, USA","Fort Worth","(682) 556-5405","https://book.thecut.co/fadeawayjaysmalls","32.68523700000001","-97.4117953","5","53","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJzf9Go6nZTYYRLH_fqh3Fb_I","Mynt Barbershop","9937 Blue Mound Rd #110, Fort Worth, TX 76131, USA","Fort Worth","(817) 993-9043","https://myntbarbershop.com/","32.9139785","-97.34947059999999","4.8","235","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJQ3D8_8NzToYRTJza2mU3wF4","V's Barbershop Ft. Worth Tanglewood","4544 Hartwood Dr, Fort Worth, TX 76109, USA","Fort Worth","(817) 367-9080","https://vbarbershop.com/pages/location/ft-worth-tanglewood","32.708922699999995","-97.3885969","4.9","343","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJ_cCnHAINToYRb_avSMo3qVg","Headbangerz barbershop","3052 Alta Mere Dr, Fort Worth, TX 76116, USA","Fort Worth","(682) 224-2306","https://linktr.ee/marinesjuan28","32.7290971","-97.4412409","4.9","172","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJTc7_euhxToYRPcIb1ulA2Q8","The Standard Barber","1210 6th Ave Suite 100, Fort Worth, TX 76104, USA","Fort Worth","(817) 223-1983","https://www.thestandardbarberftw.com/","32.7317865","-97.3405566","4.9","80","barber_shop | hair_care | clothing_store | health | point_of_interest | service | store | establishment","OPERATIONAL"
"ChIJ0y6oghQxyycRU-umv8_7sb0","Red Fox Barbershop","2613 Weisenberger St #104, Fort Worth, TX 76107, USA","Fort Worth","(214) 412-7112","http://redfoxbarbershop.com/","32.7568147","-97.35351109999999","5","135","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJn28MsAx7ToYRadm6BS3EkTg","Backroom Barbershop","4817 Brentwood Stair Rd, Fort Worth, TX 76103, USA","Fort Worth","(682) 475-9107","https://www.backroombarbershop.com/","32.758733899999996","-97.2500728","5","151","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJ5U0fwO9xToYRvZcBZ21v0EM","Social Barbershop","2525 Wilkinson Ave, Fort Worth, TX 76103, USA","Fort Worth","(817) 903-1502","N/A","32.744912299999996","-97.28983099999999","5","233","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJz1UYQuBzToYRLBia_iCm9Ww","Floyd's 99 Barbershop","2600 W 7th St #138, Fort Worth, TX 76107, USA","Fort Worth","(817) 870-0432","https://www.floydsbarbershop.com/locations/texas/fort-worth/ft-worth","32.7523562","-97.35306949999999","4.5","841","barber_shop | hair_salon | hair_care | beauty_salon | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJTeRdfoh3ToYRS6qZo1EWAIQ","MX Barbershop & Salon","239 NE 28th St, Fort Worth, TX 76164, USA","Fort Worth","(817) 806-7464","N/A","32.7965549","-97.346829","4.8","293","barber_shop | hair_care | beauty_salon | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJgyBMtZTZTYYRv814xw_Gb_8","Cool Heads Barbershop Fort worth Alliance","9625 N Fwy, Fort Worth, TX 76177, USA","Fort Worth","(682) 267-1296","https://www.coolheadsmen.com/","32.9155436","-97.31858","4.9","544","barber_shop | hair_salon | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJYaZbewBX54YRNqeaGrTETrg","Kingdom Barbershop","3921 Broaddus Ave, El Paso, TX 79904, USA","El Paso","(915) 226-3907","http://book.thecut.co/Justkevdabarber","31.830539700000003","-106.4456938","4.9","222","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ0VJ7y-pE54YRL8ewGqz2KG8","Clipperhands Barbershop Eastside","1506 Lee Trevino Dr B2, El Paso, TX 79936, USA","El Paso","(915) 301-0019","https://booksy.com/en-us/96454_jay-clipperhands_barber-shop_36604_el-paso","31.752707299999994","-106.3173406","4.7","461","barber_shop | supplier | hair_care | manufacturer | store | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ58eJGeJb54YR6UVj1JHju3s","Hammer & Nails El Paso - Fountains","8889 Gateway Blvd W suite 1760, El Paso, TX 79925, USA","El Paso","(915) 975-5911","https://hammerandnailsgrooming.com/location/el-paso-tx/","31.770341600000002","-106.3720905","4.8","547","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ_TFb_J9F54YRuxNvBV3d-Ro","New Generations Barber Shop","1320 N Zaragoza Rd #106, El Paso, TX 79936, USA","El Paso","(915) 502-6156","https://newgenerationsbarbershop.com/","31.726241499999997","-106.2992682","4.9","346","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJg01Td3Nb54YRckOGt30lox0","Saint Lux Barber Studio Airway","1201 Airway Blvd Suite D-4, El Paso, TX 79925, USA","El Paso","(915) 358-6068","https://www.instagram.com/saintluxbarberstudio.ii?utm_source=ig_web_button_share_sheet&igsh=MTF0enNpMzJpdG55cA==","31.781781900000002","-106.39485909999999","4.9","122","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJPbU5yD5b54YRa55DCLlJ4hY","Dynasty Barber Studio","8838 Viscount Blvd # B, El Paso, TX 79925, USA","El Paso","(915) 626-5290","https://booksy.com/en-us/1066403_dynasty-barberstudio2_barber-shop_36604_el-paso?do=invite#ba_s=dl_1","31.774678500000004","-106.37372769999999","4.8","153","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJFXuCGwpB54YR66bHrVFFeXk","FreshFadez Barberstudio","1160 Airway Blvd Suite B5, El Paso, TX 79925, USA","El Paso","(915) 259-8114","http://freshfadezairway.booksy.com/a/","31.7832194","-106.3935127","4.9","230","barber_shop | hair_salon | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJmbdoU35b54YRd6vwqIPrbVI","Two Blades Barbershop and Beauty Lounge","1528 Sioux Dr, El Paso, TX 79925, USA","El Paso","(915) 412-2196","N/A","31.788596199999997","-106.402425","4.7","203","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJXwj9VMhb54YR5JRvXDev4Yw","GB Barber Club","1210 Montana Ave, El Paso, TX 79902, USA","El Paso","(915) 472-8903","http://www.gbbarberclub.com/","31.769857599999995","-106.4820081","4.9","187","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJYxo32qxF54YRXFTNSDCHKyY","Imperium Barbershop","6999 Montana Ave f, El Paso, TX 79925, USA","El Paso","(915) 345-9226","N/A","31.7909647","-106.39093629999999","5","98","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJM-eVChNb54YRnbChTUkf1L4","TopShelf Barbershop","6100 Montana Ave STE F, El Paso, TX 79925, USA","El Paso","(915) 500-4232","https://usabizlink.top/details/topshelf-barbershop-ChIJM-e","31.7859872","-106.41173189999999","4.8","67","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJmZ7Hj1NZ54YRzgOaWSEhF_g","Blendz Barbershop & Studio","3020 N Piedras St suite e, El Paso, TX 79930, USA","El Paso","(915) 217-0306","https://linktr.ee/blendzbarbershopstudio","31.803740699999995","-106.4610618","4.8","20","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJQ9Ja_0xb54YROC0TIBdUGcc","_sapo_cutz","6253 Airport Rd, El Paso, TX 79925, USA","El Paso","(915) 307-7798","https://passivemint.io/business/saps-co-barbershop-TIBdUGcc","31.788763900000003","-106.40878479999999","5","81","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJJXtEYVVD54YRHiRruAC_stc","CHOP SHOP BARBERS LLC.","1610 N Zaragoza Rd C1, El Paso, TX 79936, USA","El Paso","(915) 257-1446","N/A","31.7444763","-106.28500120000001","4.8","182","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJEdnpwIlD54YR1wqoomta3vo","UpLifted Barber studio","1821 N Zaragoza Rd, El Paso, TX 79936, USA","El Paso","(915) 288-6779","https://booksy.com/en-us/1350242_uplifted-barber-studio_barber-shop_36604_el-paso#ba_s=sh_1","31.757204599999998","-106.2739584","4.7","226","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJsdNIS35D54YRVmBeKEwo_-M","Legends Barber Shop","1505 George Dieter Dr #105, El Paso, TX 79936, USA","El Paso","N/A","N/A","31.745477800000003","-106.30242109999999","4.6","377","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJJTCgiLdH54YRL-bpPRH8FUc","Next level barber studio","14010 Pebble Hills Blvd suite 102, El Paso, TX 79938, USA","El Paso","(915) 216-5702","https://linktr.ee/nextlevelbarber","31.782294699999998","-106.2441514","4.8","208","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJp9c8KABd54YRd5rP5ezgPn8","Thy Kingdom Barbershop","8402 Alameda Ave, El Paso, TX 79907, USA","El Paso","(915) 271-1331","N/A","31.711025799999994","-106.3476438","4.9","116","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJo6znf3tZ54YRqvU-peGvD1U","Famous Barbershop 2","4700 Dyer St suit c, El Paso, TX 79930, USA","El Paso","(915) 731-3979","https://www.instagram.com/famous.barbershop/?hl=en","31.8184563","-106.4442574","4.7","297","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJGU288tz53YYRwUWOCYwet_w","Lusso Barbers","6600 N Mesa St Suite 200, El Paso, TX 79912, USA","El Paso","(915) 525-1517","N/A","31.8344949","-106.5411508","4.8","191","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJvWuVmj99ToYRWXNDMmakr6M","The Barbers Lounge llc","1718 S Cooper St, Arlington, TX 76013, USA","Arlington","(817) 274-5800","https://the-barbers-lounge.squarespace.com/","32.7171751","-97.1150567","4.7","141","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJlxnx8rVjToYREJ-_Iz7bX34","Golden Scissors","5201 S Cooper St Ste 103, Arlington, TX 76017, USA","Arlington","(682) 323-5321","http://golden-scissors-arlington.com/","32.6628217","-97.1335744","4.9","343","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJaQMUUH19ToYRv3mZqXixVB8","RD Barbershop","2607 S Cooper St #121, Arlington, TX 76015, USA","Arlington","(682) 252-4011","https://linktr.ee/rdbarbershopllc","32.7015283","-97.12063429999999","4.9","217","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJi1zK7YaHToYR_BDPkJ6HyXg","Ivan’s Barbershop","916 W Division St, Arlington, TX 76012, USA","Arlington","(817) 987-2555","N/A","32.7388504","-97.1178942","4.9","284","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJb5Y5idJiToYRV_-B89X7N3A","Freshstyles Barbershop","3200 S Cooper St #107, Arlington, TX 76015, USA","Arlington","(817) 468-3990","http://freshstylesbarbershop.com/","32.6931558","-97.1277727","4.7","265","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJS_tmztZ9ToYRFSByDdptHik","The Fade Room","805 W Park Row Dr Ste A, Arlington, TX 76013, USA","Arlington","(682) 375-3529","N/A","32.7216788","-97.11619110000001","5","73","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJD3iAag9jToYRDh-fz7iqj2I","Chanel Cutz","2301 N Collins St suite 210, Arlington, TX 76011, USA","Arlington","(214) 817-9228","N/A","32.7737635","-97.0958125","5","141","barber_shop | hair_salon | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJTZQA6qF9ToYRVDpccOrUMsg","A+ Barbering Barbershop & Shave Bar","2439 S Collins St, Arlington, TX 76014, USA","Arlington","(817) 200-6192","http://aplusbarbering.com/","32.703974099999996","-97.0970177","4.8","160","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJKdYVCo5jToYR4_WYn2vvzQ8","STAR CUTS BARBER","5415 S Cooper St #105, Arlington, TX 76017, USA","Arlington","(682) 323-2911","https://www.starcutsbarber.com/","32.659054399999995","-97.1320755","4.9","151","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ10cjpI59ToYRxCjyp3WqF8E","Tejano Barbershop","303 S Collins St, Arlington, TX 76010, USA","Arlington","N/A","N/A","32.7337789","-97.09705989999999","5","145","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJeyxHPup9ToYRmBJR1t0xNsc","Creased Barbershop","1818 S Cooper St, Arlington, TX 76013, USA","Arlington","(682) 410-0019","http://creasedbarbershop.com/","32.7157799","-97.11515030000001","4.9","110","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ_TjUr3F9ToYR0pgY1-HhKUQ","Legendz Classic Barber Shop","207 N Center St, Arlington, TX 76011, USA","Arlington","(469) 236-7977","http://legendzclassic.com/","32.7381525","-97.1067368","4.4","367","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJHRJo88uFToYRnujBdJXSXg4","Cartel Barbers Barbershop","3901 W Arkansas Ln Suite 108, Arlington, TX 76013, USA","Arlington","(469) 334-6963","https://cartelbarbers.styleseat.com/","32.7075691","-97.1655408","4.7","191","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJd-GXSXp9ToYRYlZWUFV-HKo","Old Tyme Barber Shop","603 E Abram St, Arlington, TX 76010, USA","Arlington","(817) 845-8687","https://m.facebook.com/OldTymeBarbershopinArlington/","32.735886","-97.101461","4.6","253","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJbaZS5JZ9ToYRhK58_fqdeB4","HAVANA STYLE VIP LLC.","2512 W Pioneer Pkwy, Dalworthington Gardens, TX 76013, USA","Arlington","N/A","N/A","32.7078057","-97.1495343","4.8","227","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJK23ZB_59ToYRi_PdAeWntWE","Odyssey","208 S Mesquite St, Arlington, TX 76010, USA","Arlington","(817) 200-6085","N/A","32.7351387","-97.1060533","4.9","165","barber_shop | hair_care | beauty_salon | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ5RPAlF59ToYR6fdfVmLw-wI","J&M Barbershop","920 W Pioneer Pkwy suit 100, Arlington, TX 76013, USA","Arlington","(682) 323-5469","https://www.jmbarbershop920.com/","32.708250899999996","-97.1176339","5","192","barber_shop | nail_salon | hair_care | beauty_salon | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJuVMxpvN9ToYR16PB4c9K-Jo","Straight Line","APPOINTMENTS ONLY, 1024 N Davis Dr, Arlington, TX 76012, USA","Arlington","(817) 200-6777","https://book.squareup.com/appointments/69fcf208-2787-42a9-b6d5-88418e54c3ca/location/B4KR9N1D7J4B6/services?gei=v7DAZ7CqJMuAwN4PvpnDqA8&hl=en-US&rwg_token=AAiGsoZkYGE0MJmnbPsJggmUDq15OkcsqksF96UoxJSX95O4P0Nd_JXS6rZmL24vKrR-y0f3d7ltE9yNyns9LGb5ssjRH2lYsA==","32.7497811","-97.12361369999999","4.7","126","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJXyOAfEd9ToYR3PhnqoYGRFc","Hair Locs & Cuts Barbershop","2104 N Collins St B, Arlington, TX 76011, USA","Arlington","(817) 200-6764","https://yourgold-n-timecutz.com/","32.7682071","-97.0976491","4.9","164","barber_shop | beautician | hair_salon | hair_care | beauty_salon | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJVUaScbJ9ToYRDUHAKXkl2UA","Hudson's Family Barber Shop","Fielder Plaza, 1701 W Randol Mill Rd Suite 201, Arlington, TX 76012, USA","Arlington","(817) 274-7117","http://www.hudsonsfamilybarbers.com/","32.751387","-97.13232719999999","4.8","376","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJb5ibESf1aIYRgJorJJQpbNI","Faderz Barber Shop LLC","5417 S Staples St Suite 102, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 462-4191","https://linktr.ee/FaderzBarberShopLLC","27.702583399999998","-97.3739645","4.9","157","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJy8SLxNr1aIYRi1A1WuZNG5s","Airline Barbershop","949 Airline Rd, Corpus Christi, TX 78412, USA","Corpus Christi","(361) 253-1078","https://airlinebarbershopcc.neocities.org/","27.714273700000003","-97.36264440000001","5","50","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJGYp0bPr3aIYRM2cc1bH3tXs","First Class Barber Studio","5765 S Staples St, Corpus Christi, TX 78413, USA","Corpus Christi","(361) 442-2312","N/A","27.696513","-97.377558","4.8","243","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJwa-v_2T1aIYRYSWwjZlxACo","2 Relentless Barbershop","5417 S Staples St Suite 107, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 462-4177","https://2relentlessbarbershop.square.site/","27.702558399999997","-97.37399280000001","4.6","145","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJbVlmIAD1aIYRKYmIGTiKmug","Fade Factory Barbershop","5143 Everhart Rd, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 299-0112","https://www.facebook.com/profile.php?id=61560265508765&mibextid=LQQJ4d","27.713338099999998","-97.3856139","5","30","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJ8YLlSMz1aIYRudACJCGlxAc","Barber Lounge","2401 Cimarron Blvd Suite 107, Corpus Christi, TX 78414, USA","Corpus Christi","(361) 299-5596","https://square.site/book/7PMW42122Y238/barber-lounge-corpus-christi-tx","27.6864758","-97.36577849999999","4.7","111","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJRYmw5wr1aIYRdA5WteMrajs","Enriched Barber Studio","5115 Cosner Dr, Corpus Christi, TX 78415, USA","Corpus Christi","(361) 356-6055","N/A","27.726140299999997","-97.4101635","4.9","57","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJjz4rbStfaIYRyGfmOw8BI7I","Next LVL Barber Shop","4531 Kostoryz Rd, Corpus Christi, TX 78415, USA","Corpus Christi","(361) 414-9650","N/A","27.737447","-97.407822","4.8","121","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJE0duh6b3aIYRhwOuAtrXXzk","The One 8 Barbershop","9934 S Padre Island Dr, Corpus Christi, TX 78418, USA","Corpus Christi","(361) 695-0887","N/A","27.672611099999997","-97.29000889999999","5","58","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJVevhGhz1aIYR4UuLrRURkXc","Faded Vision Barbershop","5433 S Staples St, Corpus Christi, TX 78411, USA","Corpus Christi","N/A","N/A","27.701948100000003","-97.37435909999999","4.5","43","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJJ3Yz_df3aIYRk5YgUKEzjrQ","GOLDEN CUT BARBERSHOP","1253 Nile Dr, Corpus Christi, TX 78412, USA","Corpus Christi","(361) 779-3333","N/A","27.7005593","-97.344556","4.9","69","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJWy5vWtb1aIYRpl4F6s6ABTo","Firstclass Barber Studio Parkdale","4117 S Staples St #220, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 299-5760","N/A","27.726204799999998","-97.3809698","4.9","76","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJpVaatnRfaIYRYX4pJIs4Wys","BlendyCity","1628 Morgan Ave, Corpus Christi, TX 78404, USA","Corpus Christi","(832) 869-7535","https://blendy.city/","27.7786117","-97.4076989","5","45","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJy0SpKO9faIYRFM7acoYjHyM","Platinum Kutz","5366 McArdle Rd, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 334-0693","N/A","27.713592199999997","-97.37221060000002","4.5","134","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJL4b_VVn0aIYRMvsGZxzI_CM","Barber Shop","6062 Holly Rd, Corpus Christi, TX 78412, USA","Corpus Christi","(361) 415-1073","http://facebook.com/cclegendsbarbershop","27.693711399999998","-97.36600539999999","4.1","140","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJgVN2fYH1aIYRgL9zlG_EqEE","Mike’s Barber Shop","5315 Everhart Rd # 1, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 563-6951","N/A","27.7111381","-97.3870263","4.8","93","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJYVqUIZn1aIYRGWvF7a77uYk","The Chop Shop Barbershop","5520 Everhart Rd E, Corpus Christi, TX 78411, USA","Corpus Christi","(361) 992-2467","https://www.facebook.com/chopshop361/","27.7076146","-97.38824460000001","4.4","180","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJCZj97l9faIYR1KHQSthfNpU","Lone Star Barber Company","4301 Avalon St, Corpus Christi, TX 78412, USA","Corpus Christi","(361) 331-9191","https://lonestarbarbercompany.com/line","27.729423699999998","-97.37252939999999","4.6","152","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJNdufEGn1aIYRYbO7DL-i7ug","STMPD Barber Studio","5802 Yorktown Blvd Suite C101, Corpus Christi, TX 78414, USA","Corpus Christi","(361) 356-6085","N/A","27.665726499999998","-97.3920457","4.9","33","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJQc91Xb9faIYRX5Xq-kyC-BQ","Kaint Be Faded","3921 Ayers St, Corpus Christi, TX 78415, USA","Corpus Christi","(361) 356-6968","https://www.facebook.com/Kaint-Be-Faded-147758021910156/?fref=ts","27.75453","-97.417064","4.5","134","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJo_8XdogZTIYRl9V8Bs7RyvM","Soul Fadez","1201 E 15th St UNIT 209, Plano, TX 75074, USA","Plano","(469) 992-6684","http://soulfadez.booksy.com/","33.019908","-96.69719049999999","5","72","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJtXJiLpgZTIYRsem4wnCsic0","Cut and Shave Barber Shop حلاق عربي","1210 E Parker Rd Suite 120, Plano, TX 75074, USA","Plano","(469) 469-9310","http://www.cutandshavebarber.com/","33.0378018","-96.69581029999999","5","819","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJcYDl620jTIYRNpROH6aK33U","Haven Cuts","6205 Coit Rd # 360, Plano, TX 75024, USA","Plano","(469) 785-3928","https://booksy.com/en-us/1458068_haven-cuts_barber-shop_36433_plano#ba_s=seo","33.056961199999996","-96.77220349999999","4.9","389","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJm2bzqx8jTIYRDAqEAOBXkKA","Paris BarberShop","1921 Preston Rd Ste 2066, room 140, Plano, TX 75093, USA","Plano","(646) 954-6933","https://theparisbarbershop.com/","33.0261752","-96.79750829999999","5","279","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ3X4ZhR4ZTIYRNrUrbWuQqeI","Fresh Me Up Barbershop","1861 N Central Expy Suite 200, Plano, TX 75075, USA","Plano","(469) 367-0013","N/A","33.0263316","-96.7106001","5","168","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJta5kwAQjTIYRhjSD5x5lZMk","Luxe Lounge Barbershop","3608 Preston Rd Suite 135, Plano, TX 75093, USA","Plano","(214) 551-8890","http://www.luxeloungebarber.shop/","33.047015","-96.79244419999999","4.9","179","barber_shop | hair_salon | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJJaq5HfwYTIYRnGZ88cWHAqI","Joc D's Cutz","1915 N Central Expy Ste 750, Plano, TX 75075, USA","Plano","(469) 298-0888","http://www.jocdscutz.com/","33.0277302","-96.710629","4.8","252","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJwwkHOE8ZTIYRmkajEybEvno","SELECT CLIP salon & barbershop Plano","6900 Alma Dr, Plano, TX 75023, USA","Plano","(972) 905-5599","https://selectclip.com/","33.0681452","-96.7086392","5","595","barber_shop | hair_salon | hair_care | beauty_salon | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJDZZ0oRsZTIYRl81qekXcIbE","Plano Barbers","1031 E 15th St, Plano, TX 75074, USA","Plano","(972) 423-3400","http://www.planobarbers.net/","33.0198646","-96.6997251","4.7","196","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJTdbaXB4jTIYRBlG2TmXJ0aE","Pasha Barbershop صالون باشا Paşa","6921 Independence Pkwy #180, Plano, TX 75023, USA","Plano","(214) 501-3715","N/A","33.0713626","-96.7523585","4.9","1292","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ2XKWogEfTIYRhsok3j6xf08","Legends Barbershop and Co.","2050 N Plano Rd suite 200 B, Richardson, TX 75082, USA","Plano","(972) 390-0031","http://www.legendsbarbershopandco.com/","32.976374299999996","-96.699322","4.9","270","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJF5i7LtEjTIYRH5SHEOk_V_4","Royal Cut Plano","3013 Spring Creek Pkwy Suite# 400, Plano, TX 75023, USA","Plano","(972) 214-5646","N/A","33.0583661","-96.751847","4.5","574","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJYQ_lHZEYTIYRyqdu3LxkAuw","Wright's","1301 Custer Rd #334, Plano, TX 75075, USA","Plano","(972) 424-5995","N/A","33.0189044","-96.7356142","4.8","148","barber_shop | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
"ChIJ3RiR0BcZTIYRotQm_pX1AhY","Tru Fades Barber Studio Plano","1805 K Ave Suite 300, Plano, TX 75074, USA","Plano","(469) 931-9224","https://square.site/book/PVT1QJPWNXE1Y/tru-fades-plano-tx","33.0243994","-96.6995919","5","59","barber_shop | hair_salon | hair_care | service | health | point_of_interest | establishment","OPERATIONAL"
